fileN,file,id,displayName,formattedAddress,latitude,longitude,servesCoffee,takeout,goodForChildren,goodForGroups
110,199_location.json,ChIJyTtPvR0TE2sRk-DFhKSiVS8,Playmaze for Kids,1/39 Durgadin Dr Albion Park Rail NSW 2527 Australia,-34.5749784,150.8159393,false,false,false,false
110,199_location.json,ChIJ09wxFB0TE2sRSFbiHWmgnU0,Ready Set Play,2/10 Shaban St Albion Park Rail NSW 2527 Australia,-34.573331599999996,150.8161269,false,false,false,false
110,199_location.json,ChIJTUkrwAATE2sR6dvofu7KLVs,Oak Flats Charcoal Chicken and Curry Hut,65A Central Ave Oak Flats NSW 2529 Australia,-34.5638581,150.81900059999998,True,True,True,false
110,199_location.json,ChIJsVuBKZATE2sR5EIbF9qEhKc,The Patisserie Oak Flats,Shop 3/64 Central Ave Oak Flats NSW 2529 Australia,-34.564214,150.8195537,false,True,false,false
110,199_location.json,ChIJ0d-p6gATE2sRrGzo5S59ywY,Chicken King catering Oak Flats,67 Central Ave Oak Flats NSW 2529 Australia,-34.5636812,150.8187815,True,True,True,True
110,199_location.json,ChIJU4J63gATE2sREHi04zi8rAo,Cafe Niche,3/55 Central Ave Oak Flats NSW 2529 Australia,-34.5646522,150.8190975,True,True,True,True
110,199_location.json,ChIJvQzyuQATE2sRHyE7auNJBdk,Thai Central in oak flats,1/72 Central Ave Oak Flats NSW 2529 Australia,-34.5635483,150.81943479999998,True,True,True,True
110,199_location.json,ChIJYyWhsAATE2sRCyN0aikAH6M,Central Cafe,72 Central Ave Oak Flats NSW 2529 Australia,-34.5635541,150.8194279,True,True,True,True
110,199_location.json,ChIJ7V1QocITE2sRuZToZ2jfNeA,Rathas Place,84 Central Ave Oak Flats NSW 2529 Australia,-34.5625111,150.8192176,True,True,True,True
110,199_location.json,ChIJU63kZtITE2sR-K1syenV8GE,Industrial Road Take Away,8/17-19 Industrial Rd Oak Flats NSW 2529 Australia,-34.5703685,150.81833319999998,True,True,True,false
110,199_location.json,ChIJSea73QATE2sRkpBfqXUpz8I,Angie's Takeaway,57A Central Ave Oak Flats NSW 2529 Australia,-34.5645404,150.8190503,false,True,True,false
110,199_location.json,ChIJE3e5IwETE2sRPCnFGq2Q7A4,Oak Flats Lucky Inn Chinese Restaurant,47A Central Ave Oak Flats NSW 2529 Australia,-34.5653982,150.8191958,false,True,True,True
110,199_location.json,ChIJ-1HQackTE2sR7tt3XIytZzg,Hayleys Takeaway,3/33-37 Durgadin Dr Albion Park Rail NSW 2527 Australia,-34.5749638,150.8164653,True,True,True,false
110,199_location.json,ChIJ6ybmvwATE2sR0wAsvUCTLWA,Feast on Central,69C Central Ave Oak Flats NSW 2529 Australia,-34.5634898,150.8188867,True,True,True,false
110,199_location.json,ChIJsacuD6oTE2sRhi0unx4EFps,Oak flats take away Ofta.com.au,1/88 Central Ave Oak Flats NSW 2529 Australia,-34.5621666,150.8191469,False,True,True,false
110,199_location.json,ChIJl8vylQATE2sRF6YrqjufJWQ,Kai's Asian Take-Away,1/71 Central Ave Oak Flats NSW 2529 Australia,-34.5634529,150.8189213,False,True,false,false
110,199_location.json,ChIJ19XzNZsTE2sRPLLJue1IPtY,Batch 10 Cafe,10 Colden Dr Albion Park Rail NSW 2527 Australia,-34.57347920000001,150.8131271,True,True,True,false
110,199_location.json,ChIJ2R_hsdcTE2sRCpEZs3Bb-T8,Feast @ The Rail,3/33-37 Durgadin Dr Albion Park Rail NSW 2527 Australia,-34.5749638,150.8164653,True,True,True,false
110,199_location.json,ChIJdd4xD6oTE2sR7z2bsEJNuIk,Old with New Creations,3/88 Central Ave Oak Flats NSW 2529 Australia,-34.562278,150.81917460000003,false,false,false,false
110,199_location.json,ChIJzfLyPGsTE2sRSJRLW2oU4Vg,Unleashed Nutrition,3/33-37 Durgadin Dr Albion Park Rail NSW 2527 Australia,-34.5749638,150.8164653,false,True,True,True
116,203_location.json,ChIJsZtCbm4PE2sRjC2FD-fQHms,Smiths Ln Dairy,57 Smiths Ln Wongawilli NSW 2530 Australia,-34.472969000000006,150.76312249999998,True,True,True,True
118,205_location.json,ChIJKZ1t6ZYRE2sRgdPie0aFsdo,Dapto Citizens' Bowling Club,102-104 Fowlers Rd Dapto NSW 2530 Australia,-34.500155299999996,150.80027099999998,false,false,false,false
118,205_location.json,ChIJE9WozZ4RE2sRjoGltZyZXSs,Bayfish,Koonawarra NSW 2530 Australia,-34.5021999,150.8088368,False,True,false,false
118,205_location.json,ChIJAQAAI74RE2sRggj1ZP1G7Jo,Sunny Sushi,75-87 Princes Hwy Dapto NSW 2530 Australia,-34.4949916,150.7953475,false,True,True,false
118,205_location.json,ChIJ6XNeVr4RE2sRs2xcwCsEkAo,Julio's Pizza Dapto,76 Byamee St Dapto NSW 2530 Australia,-34.495621299999996,150.7981403,false,True,True,True
118,205_location.json,ChIJT57K85URE2sRq6nMrQiAzWI,Daily Grind,Moombara St Dapto NSW 2530 Australia,-34.4960448,150.7957054,True,True,false,false
118,205_location.json,ChIJHTpdSlwRE2sRDR1Lxb3nDZM,The Cleveland Catering Co,Shop 2/89-99 Princes Hwy Dapto NSW 2530 Australia,-34.4974857,150.795105,True,True,True,True
118,205_location.json,ChIJY6_TxGcRE2sRDL1BIxHSSWs,Dapto Chicken,Dapto Mall Moombara St Dapto NSW 2530 Australia,-34.4945576,150.7956898,false,True,false,false
121,208_location.json,ChIJ_1f77ZoTE2sRPgxMhGA2PFE,Layla'z CATERING,10 Whitewood Pl Albion Park Rail NSW 2527 Australia,-34.5744666,150.80735930000003,false,True,false,false
122,209_location.json,ChIJ_TPgv74RE2sRv9KCzrS0AMo,Pizza Hut Dapto,Shop 2/32 Princes Hwy Dapto NSW 2530 Australia,-34.491691599999996,150.7955634,False,True,True,false
122,209_location.json,ChIJCc9FaJURE2sRD7ChkdZCwx0,KFC Dapto,136-142 Princes Hwy Dapto NSW 2530 Australia,-34.4955277,150.7927292,False,True,True,True
122,209_location.json,ChIJmXmGtL8RE2sR62Pidf03of0,Ambers Cafe & Restaurant,106 Princes Hwy Dapto NSW 2530 Australia,-34.4939451,150.7938694,True,True,True,True
122,209_location.json,ChIJmR2LZpURE2sRhpH63R_qu3w,Domino's Pizza Dapto,1/130 Princes Hwy Dapto NSW 2530 Australia,-34.4953626,150.792976,False,True,True,false
122,209_location.json,ChIJtzxSu74RE2sRBnJMIKbOFPg,Thunderbird Chickens,20 Princes Hwy Dapto NSW 2530 Australia,-34.491598599999996,150.79562819999998,True,True,True,True
122,209_location.json,ChIJ-cI1CrsRE2sRkC4QCmfwx98,Ambers Cafe & Restaurant,106 Princes Hwy Dapto NSW 2530 Australia,-34.4939724,150.79404929999998,True,True,True,True
122,209_location.json,ChIJG8hP8L4RE2sRfAgZPfCUBXU,Pinocchio's Pizza Dapto,8 52/44 Princes Hwy Dapto NSW 2530 Australia,-34.4923084,150.79494760000003,False,True,False,false
122,209_location.json,ChIJq9hPXr4RE2sRk_qwaBAdlu4,Ban chiang Restaurant,Shop 1/37-39 Princes Hwy Dapto NSW 2530 Australia,-34.4929432,150.7952838,false,True,True,True
122,209_location.json,ChIJKTgv674RE2sRoG8tPZqKmtI,Chicken King,36 Princes Hwy Dapto NSW 2530 Australia,-34.491898,150.795468,False,True,True,True
122,209_location.json,ChIJFZTQwTgRE2sRNxZ2i9C0fWY,Diamond Dogs Lounge,shop 2/6/10 Princes Hwy Dapto NSW 2530 Australia,-34.490704,150.796493,True,True,True,True
122,209_location.json,ChIJj96zebARE2sRmshpPtofrIs,Hello Harry The Burger Joint (Dapto),66 Princes Hwy Dapto NSW 2530 Australia,-34.4930192,150.794772,True,True,True,True
122,209_location.json,ChIJi2xXWVcRE2sRkTs38DooIC8,Kitchen 42,42 Princes Hwy Dapto NSW 2530 Australia,-34.4920445,150.7954025,True,True,True,True
122,209_location.json,ChIJDTYw8b4RE2sRQgMnv7DYqDY,Subway Dapto,7/44-54 Princes Hwy Dapto NSW 2530 Australia,-34.4925097,150.79501489999998,false,True,True,True
122,209_location.json,ChIJq0U8vL8RE2sRzfYXUIygwDg,Treasure Court,Bong Bong Road & Station St Dapto NSW 2530 Australia,-34.4931865,150.7928805,True,True,True,True
122,209_location.json,ChIJg6mLV74RE2sRrSJcIDDzies,Crust Pizza Dapto,64 Princes Hwy Dapto NSW 2530 Australia,-34.4928765,150.7947897,False,True,True,false
122,209_location.json,ChIJXydplhkSE2sRMmXMoSO9F0Q,Dapto Hotel,Princes Highway & Bong Bong Rd Dapto NSW 2530 Australia,-34.4940794,150.7938184,false,True,false,True
122,209_location.json,ChIJKTgv674RE2sRU4uFhHn3Ojw,Thanh Thanh Hotbake,2/36-38 Princes Hwy Dapto NSW 2530 Australia,-34.491827,150.7955122,false,True,false,false
122,209_location.json,ChIJNaj5LL4RE2sRGFgI0oSkTjE,The Shed Dapto,Princes Hwy Dapto NSW 2530 Australia,-34.4946829,150.7942828,True,True,True,True
122,209_location.json,ChIJ55mbT74RE2sRmKeU45DUI5A,Kam Tong Restaurant,3/51-53 Princes Hwy Dapto NSW 2530 Australia,-34.4936153,150.7948369,True,True,True,True
122,209_location.json,ChIJG64x3LcRE2sRA5deVoI2Lzc,KRISP,2/70 Prince Edward Dr Dapto NSW 2530 Australia,-34.4886899,150.7984434,false,True,false,false
124,210_location.json,ChIJN2eB-DYRE2sRS000jPRnbMg,Two Nine Five,84 Bong Bong Rd Horsley NSW 2530 Australia,-34.490614,150.778244,True,True,True,True
124,210_location.json,ChIJ92c8rb4RE2sRT_EYbY2q0zU,Mays Restaurant,4/84 Bong Bong Rd Horsley Dapto NSW 2530 Australia,-34.4906782,150.7784696,True,True,True,True
124,210_location.json,ChIJw9_5SuIPE2sRmK1L8nxQprg,Plant Room Cafe,116 Shone Ave Horsley NSW 2530 Australia,-34.488700099999996,150.7662417,True,True,True,false
125,211_location.json,ChIJw9_5SuIPE2sRmK1L8nxQprg,Plant Room Cafe,116 Shone Ave Horsley NSW 2530 Australia,-34.488700099999996,150.7662417,True,True,True,false
127,213_location.json,ChIJYSZ4MWkSE2sRAPntprLknyo,Hungry Jack's Burgers Haywards Bay,10 Macquarie Pl Haywards Bay NSW 2530 Australia,-34.54049,150.78553359999998,True,True,True,True
127,213_location.json,ChIJlTX9dmsSE2sRt1SmeAa5gvQ,Woolshed Kitchen by Fine Spun,601 Princes Hwy Yallah NSW 2530 Australia,-34.5357968,150.7864429,True,True,True,True
127,213_location.json,ChIJ4U06_VcTE2sR0P5V4keUYEE,Go Kids Play,1-4/24 Rivulet Cres Albion Park Rail NSW 2527 Australia,-34.5473733,150.7891606,false,false,True,false
127,213_location.json,ChIJk5K_Km8SE2sRRzuvNpA-Zcc,Hunger Buster,6 Macquarie Pl Haywards Bay NSW 2530 Australia,-34.5409783,150.7852495,True,True,True,True
127,213_location.json,ChIJVVWVc2sSE2sRCOXTaF8sZnQ,Fine Spun Group,601 Princes Hwy Yallah NSW 2530 Australia,-34.5358462,150.786538,false,false,false,false
127,213_location.json,ChIJk6IjRAATE2sRabrlyjwPyNY,Jimmy’s Burger Truck,6 Macquarie Pl Haywards Bay NSW 2530 Australia,-34.5408873,150.7853206,false,false,false,false
128,214_location.json,ChIJseyaJrdZkWsRIrM7PcTGIQA,McDonald's Albion Park Rail,251 Princes Hwy Albion Park NSW 2527 Australia,-34.567226999999995,150.803021,True,True,True,True
128,214_location.json,ChIJBRXt8fQSE2sR029NLuyWJ_8,7-Eleven,138 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.5589467,150.79361409999999,false,True,false,false
128,214_location.json,ChIJ5_yXC_QSE2sRH_UGKfg7U2w,C1 Speed Indoor Karting & Laser Tag,176-178 Princes Highway Enter via Hargraves Ave Albion Park Rail NSW 2527 Australia,-34.5616316,150.79563,false,false,True,false
128,214_location.json,ChIJLbl8G7oZE2sR1g4mx6j1QSE,SmashLAB Rage Room,176-178 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.5616316,150.79563,false,false,false,false
128,214_location.json,ChIJ67clu_oSE2sRy5-mJM0i5Ws,Sams Kebab,253 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.567592499999996,150.8033855,False,True,True,false
128,214_location.json,ChIJpRtrpPoSE2sRRefj5KM77Qg,Enhance Albion Park Rail,253 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.56769630000001,150.8032677,false,false,false,false
128,214_location.json,ChIJ5day7eYTE2sR5ZJLidsHmhk,NPG Urbanista Cafe & Convenience,172-174 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.5611487,150.7956363,false,false,false,false
128,214_location.json,ChIJA3k7VfESE2sRTwmWjDCwFyw,The Golden Loy,193 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.561963,150.79698900000002,True,True,True,True
128,214_location.json,ChIJA3k7VfESE2sR7lGrE4gjJU4,Leong Ho Cafe,5/179 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.561068399999996,150.79627499999998,false,True,True,True
128,214_location.json,ChIJYXv2AwMTE2sRlCokXfocIvg,Bean Roasted Espresso Bar Albion Park Rail,158 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.560117999999996,150.7946891,True,True,false,false
128,214_location.json,ChIJ98l0YkITE2sRQFOOFdszWoo,Sams Kebab,Warrigal Care 2 Pine St Albion Park Rail NSW 2527 Australia,-34.5719579,150.7998992,false,True,True,True
128,214_location.json,ChIJdduwpycTE2sRBeNMT6Pu00c,OffTheRailsNutrition,Shop 3/10 Ash Ave Albion Park Rail NSW 2527 Australia,-34.5710625,150.800785,false,True,false,false
128,214_location.json,ChIJQzrYaZATE2sRL7t2pbiym80,Cove Café,Shellharbour Airport Airport Rd Albion Park Rail NSW 2527 Australia,-34.5602685,150.7903443,True,True,True,True
128,214_location.json,ChIJUzRVsYwSE2sROau_d_sZyos,Cafe Connie,58 Airport Rd Yellow Rock Ridge NSW 2527 Australia,-34.5612441,150.7905504,True,True,True,True
129,215_location.json,ChIJE9FgYUwTE2sRxV_sRlqrSr0,Zeuses Souvla,Shop 1/132 Burdekin Dr Albion Park NSW 2527 Australia,-34.58827430000001,150.78607309999998,false,True,True,false
130,216_location.json,ChIJQ4CHspQRE2sRwf_el_19JVs,7-Eleven,125 Princes Hwy & Fowles Rd Dapto NSW 2530 Australia,-34.49874,150.7914059,false,false,false,false
130,216_location.json,ChIJedPmIZURE2sR1SB4awCREmM,Fresh Cut Kebab Van Dapto,192-194 Princes Hwy Dapto NSW 2530 Australia,-34.4985765,150.7906475,False,True,false,false
130,216_location.json,ChIJc82mzuoRE2sRei3qsMB-hGc,Backstreet Cafe & Catering,17/20 Marshall St Dapto NSW 2530 Australia,-34.4958273,150.79083029999998,True,True,True,True
133,219_location.json,ChIJP7OCJ7ETE2sRMRg8dF-cO10,Taco Bell Albion Park Rail,Shop 3/61 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.5530459,150.7895033,False,True,True,True
133,219_location.json,ChIJu_mEQWASE2sRW6tpwKZ5z5Q,Oporto Albion Park Drive Thru,59 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.5527446,150.789119,True,True,True,True
133,219_location.json,ChIJ4U06_VcTE2sR0P5V4keUYEE,Go Kids Play,1-4/24 Rivulet Cres Albion Park Rail NSW 2527 Australia,-34.5473733,150.7891606,false,false,True,false
133,219_location.json,ChIJ33IWJgATE2sRQRVk_jogMNE,El Jannah Charcoal Chicken Albion Park,104 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.55706180000001,150.791452,false,True,True,false
133,219_location.json,ChIJY3yIAmASE2sRmI_5Cm_3Y68,bp Truckstop,83 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.554497999999995,150.79058799999999,false,false,false,false
133,219_location.json,ChIJ08H1D2ASE2sRuCEaVIec3jc,Sneaky Burger Albion Park,83 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.554555,150.790573,False,True,True,True
133,219_location.json,ChIJ1yezbaQTE2sRRmT5GPonT24,Subway,Unit 1/61 Princes Hwy Albion Park Rail NSW 2527 Australia,-34.5530421,150.7894861,True,True,True,True
133,219_location.json,ChIJ0ZxsD3gTE2sRAaCAX8tRRpo,La Riviera Cafe,6 Rivulet Cres Albion Park Rail NSW 2527 Australia,-34.548422099999996,150.7868786,True,True,True,True
133,219_location.json,ChIJCUjft2YSE2sRhqtVxO8_1-4,Rivulet Takeaway,1/6 Rivulet Cres Albion Park Rail NSW 2527 Australia,-34.5484216,150.786905,True,True,True,false
133,219_location.json,ChIJVZ9rUWASE2sRDj8Nh8hGzHs,Amf,Albion Park Rail NSW 2527 Australia,-34.5524163,150.7887049,True,True,True,True
133,219_location.json,ChIJh5OdEQATE2sRCa44eOBkyKw,Taco Bell,Shop 3/61 Princes Hwy Albion Park NSW 2527 Australia,-34.5530459,150.7895033,false,false,false,false
133,219_location.json,ChIJQzrYaZATE2sRL7t2pbiym80,Cove Café,Shellharbour Airport Airport Rd Albion Park Rail NSW 2527 Australia,-34.5602685,150.7903443,True,True,True,True
135,220_location.json,ChIJWTnM_qQSE2sRREy62tMeKIs,Three Flamingos Espresso,136 Terry St Albion Park NSW 2527 Australia,-34.5789822,150.77700149999998,True,True,True,True
135,220_location.json,ChIJvz3c_aQSE2sRFX9EwTImjN8,Pinocchio's Pizza Albion Park,148 Terry St Albion Park NSW 2527 Australia,-34.5792466,150.7770329,False,True,True,false
135,220_location.json,ChIJPasx_aQSE2sR6XdqezKbK00,Terry Street Take Away,1/156 Terry St Albion Park NSW 2527 Australia,-34.579455599999996,150.7772929,False,True,True,false
135,220_location.json,ChIJU9Sh-30TE2sRAAwrMVB8rSs,Taste of Thai Cuisine,156 Terry St Albion Park NSW 2527 Australia,-34.5794207,150.7772522,false,True,True,True
135,220_location.json,ChIJE9FgYUwTE2sRxV_sRlqrSr0,Zeuses Souvla,Shop 1/132 Burdekin Dr Albion Park NSW 2527 Australia,-34.58827430000001,150.78607309999998,false,True,True,false
139,224_location.json,ChIJ94cpBqISE2sRLL9zTaGdpW0,KFC Albion Park 2,145-147 Tongarra Rd Albion Park NSW 2527 Australia,-34.5710657,150.77433019999998,False,True,True,True
139,224_location.json,ChIJnzGQSJ4TE2sRIDymY0o1nhk,McDonald’s Albion Park,135/139 Tongarra Rd Albion Park NSW 2527 Australia,-34.5708536,150.77544989999998,True,True,True,True
139,224_location.json,ChIJoblk4oMUE2sRSEKNu9sFEeE,Albion Park Hotel,Cnr Tongarra & Terry St Albion Park NSW 2527 Australia,-34.5710754,150.7748107,false,false,True,false
139,224_location.json,ChIJUX2tspkSE2sRSUQW4M3TO4M,Albion Park RSL,160 Tongarra Rd Albion Park NSW 2527 Australia,-34.5701347,150.7707814,false,false,false,false
139,224_location.json,ChIJSWygAqISE2sRv4wtMYcREPA,Joe's Milkbar,Shop 11 Albion Park Shopping VIllage Entrance to carpark on Russel St Albion Park NSW 2527 Australia,-34.572317999999996,150.774752,True,True,True,True
139,224_location.json,ChIJuX-IvusTE2sRvAzZMBi8ScI,Yummy Thai Cuisine,3/150 Tongarra Rd Albion Park NSW 2527 Australia,-34.570672,150.773146,false,True,True,True
139,224_location.json,ChIJaQTrvV0TE2sRhE2SG1sJl2k,Zambrero Albion Park,Shop 3 Albion Park Shopping Village Albion Park NSW 2527 Australia,-34.5720215,150.774139,False,True,True,True
139,224_location.json,ChIJO3-tUJ8SE2sRXoU2ICAG-JE,Domino's Pizza Albion Park,shop 1/150 Tongarra Rd Albion Park NSW 2527 Australia,-34.5707169,150.7731824,False,True,True,false
139,224_location.json,ChIJd9mJWJ8SE2sR_c24I5ox1E0,Tongarra Chicken Kebab and Pizza Shop,154 Tongarra Rd Albion Park NSW 2527 Australia,-34.5707185,150.7728778,True,True,True,True
139,224_location.json,ChIJp7gfaqATE2sRtLhUYR_z578,Moon Fresh Sushi,2/171 Tongarra Rd Albion Park NSW 2527 Australia,-34.5712,150.77287809999999,False,True,True,false
139,224_location.json,ChIJ-eEGo5gSE2sRtaiM51N2YPM,Subway,10 Terry St Albion Park NSW 2527 Australia,-34.5724513,150.7745428,false,True,True,True
139,224_location.json,ChIJzWO_BqISE2sRMJ9AyjykbaQ,Delicious Delights,3/149 Tongarra Rd Albion Park NSW 2527 Australia,-34.571025299999995,150.7741135,True,True,True,True
139,224_location.json,ChIJA3V4WtgTE2sRhZc97w3hxsE,Nonno’s Olive Tree Cafe’,Shop 8/60 Terry St Albion Park NSW 2527 Australia,-34.572474899999996,150.7744683,True,True,True,false
139,224_location.json,ChIJ_yU-WqINE2sRl2XHG_f8LeM,Marley Janes,1/220 Tongarra Rd Albion Park NSW 2527 Australia,-34.571304999999995,150.765493,True,True,True,True
139,224_location.json,ChIJh6EMlpgSE2sRbXVAaQaEg88,Golden Century,134 Tongarra Rd Albion Park NSW 2527 Australia,-34.570578,150.77525599999998,false,True,True,True
139,224_location.json,ChIJSWygAqISE2sROXrGiUWgGKo,Niu's Kitchen,157 Tongarra Rd Albion Park NSW 2527 Australia,-34.5710978,150.7736376,false,True,false,false
139,224_location.json,ChIJq6o6p5gSE2sRhYF0widyAGw,Keah's Kitchen,143 Tongarra Rd Albion Park NSW 2527 Australia,-34.570952399999996,150.774838,True,True,True,True
142,227_location.json,ChIJFTXwmioNE2sRIwIJb6DN4Bk,Calderwood tavern,Calderwood NSW 2527 Australia,-34.557670200000004,150.7556348,True,True,false,True
143,228_location.json,ChIJZa_ExlsNE2sRFWq0pcK2zWY,Blue Jay Cafe,Shop 1/7 Sophia St Albion Park NSW 2527 Australia,-34.5740282,150.7610645,True,True,True,True
143,228_location.json,ChIJM1oz93sNE2sR1C2uLYVMO10,Il Lago Pizzeria,3/7 Sophia St Albion Park NSW 2527 Australia,-34.5741606,150.7609529,false,True,True,True
143,228_location.json,ChIJm8PBO2wNE2sRHNq3j8zN_2s,Park Fish & Chips,Sophia St Albion Park NSW 2527 Australia,-34.5741797,150.7609042,false,false,false,false
146,230_location.json,ChIJuU3dDEYNE2sR0kb6gXqI4d4,Bean Roasted Espresso Bar Calderwood,Escarpment Dr Calderwood NSW 2527 Australia,-34.573367999999995,150.7498474,True,True,True,True
149,24_location.json,ChIJMdur09wfE2sRSRYiN8EtCd8,Thirroul Beach Pavilion,23 Cliff Parade Thirroul NSW 2515 Australia,-34.316429899999996,150.9273991,True,True,True,True
149,24_location.json,ChIJOSvEYNwfE2sRIhfkUFn3QjA,South Sailor,216-218 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3135171,150.9262997,False,True,True,True
149,24_location.json,ChIJJfxPTx7gEmsRRGWBZFu4sYI,Austi Beach Cafe,104 Lawrence Hargrave Dr Austinmer NSW 2515 Australia,-34.306629199999996,150.9342499,True,True,True,True
149,24_location.json,ChIJj3r3_h_gEmsR0K3ZMo3ZnkQ,Moore Street General,38 Moore St Austinmer NSW 2515 Australia,-34.3071846,150.930964,True,True,True,True
149,24_location.json,ChIJJb7X0d0fE2sRBakmqGyOlWw,Bread,Espresso & THIRROUL 190 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.312364599999995,150.9282931,True,True,True,false
149,24_location.json,ChIJXT4NDbwfE2sRcpAuWzG8BmM,Bóveda,258 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3145333,150.9234847,False,false,False,True
149,24_location.json,ChIJ4yuOMKEfE2sRodNIDA4RH70,Sukkho Thai Restaurant Thirroul,1/264-270 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3148017,150.92308699999998,false,True,True,True
149,24_location.json,ChIJv0f8SB7gEmsRQZVDv25PTf8,Shells Austinmer,106 Lawrence Hargrave Dr Austinmer NSW 2515 Australia,-34.3066925,150.9341232,True,True,True,True
149,24_location.json,ChIJUfXQiyRtE2sRh53bAQM71sI,Bar Padres Pasta,260 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3146871,150.92340339999998,false,false,True,True
149,24_location.json,ChIJZRgovi8fE2sRhcXGFFbxtqg,The Old South,303-307 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3156652,150.922279,True,True,True,True
149,24_location.json,ChIJzxzAR9sfE2sRyzJ8lfoU4EA,Crust Pizza Thirroul,6/271-273 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.314881,150.923692,False,True,True,false
149,24_location.json,ChIJjwkSzsQfE2sR0h4p9ybDq18,The Old Siam Restaurant,shop 6/291 - 301 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3155153,150.9226291,false,True,True,True
149,24_location.json,ChIJ2U-ST9sfE2sReMvJoBaT0B4,Finbox Boardstore,1/269 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.314799199999996,150.9240573,false,false,false,false
149,24_location.json,ChIJIw1DNNsfE2sRXY08jiKi2K8,SUBWAY Thirroul,285 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3151636,150.9230163,False,True,True,True
149,24_location.json,ChIJDeOfVDMfE2sRQNGd4GrvzwU,Blackbird Thirroul,Shop 3/2 McCauley St Thirroul NSW 2515 Australia,-34.3157552,150.9228478,True,True,True,false
149,24_location.json,ChIJsfATzsQfE2sRjA1jSfLdGek,Honest Dons,2a McCauley St Thirroul NSW 2515 Australia,-34.3157754,150.9229465,True,True,True,True
149,24_location.json,ChIJE6GqgMIfE2sRBUHDOSXh91c,Madam Choi,5/291-301 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.315445499999996,150.92256369999998,True,True,True,True
149,24_location.json,ChIJDWKGjNwfE2sRBj3H9Xmuqtk,Jose Jones Restaurant & Bar,222-226 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3140068,150.92613219999998,True,True,false,True
149,24_location.json,ChIJAWtZ1sQfE2sRaFBwkke9x7M,Coastal Thai ( Location at Thirroul),305 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3157198,150.9222647,false,True,True,True
149,24_location.json,ChIJT17gnlcfE2sRegDen_FeSfg,Ciro's Pizza,1 Raymond Rd Thirroul NSW 2515 Australia,-34.315863799999995,150.9223359,false,True,True,True
150,25_location.json,ChIJ_f84CE4eE2sRuauyEFdVDVk,Panorama House,811 Princes Hwy Maddens Plains NSW 2508 Australia,-34.3031483,150.9098398,false,false,false,false
150,25_location.json,ChIJ_f84CE4eE2sRex1f-EhCOcE,Southern Gateway Centre,Mount Ousley Rd Bulli NSW 2516 Australia,-34.3090173,150.90280389999998,false,false,True,false
150,25_location.json,ChIJTSU8vy0eE2sRhkT95LH4aDI,Altitude 1148 Dining,Southern Gateway Centre Princes Hwy Bulli NSW 2516 Australia,-34.3090595,150.9027338,True,True,True,True
150,25_location.json,ChIJR_YRFs8fE2sRWA96ybAPjmI,The Hungry Monkey,Shop 3/369 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3177192,150.9172317,True,True,True,True
150,25_location.json,ChIJVVWpEs8fE2sRuKw_BPzpvdw,Black Market Coffee Thirroul,Shop 2&3 368-370 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3173861,150.9175694,True,True,True,True
150,25_location.json,ChIJVWhD3pXdEmsRN2sdu68jAPY,Franco Pizza Bar,shop 1/382-384 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3173029,150.9170687,True,True,True,True
150,25_location.json,ChIJLx8trSofE2sRlarGniZKB24,JIN'S PLACE,2/374 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3173886,150.91749529999998,false,True,True,True
150,25_location.json,ChIJeX8cFs8fE2sRncxcVktgjis,Toro Sushiya,1/369 Lawrence Hargrave Dr Thirroul NSW 2515 Australia,-34.3178656,150.91702229999999,False,True,True,True
